Pref.,cases(ave7),deaths(ave7),Td,Rt,K,CFR
Aichi,2.571428571428571,0.2857142857142857,22.352941852945836,1.5750353091185645,0.19512195121951215,0.11111111111111112
Akita,0.2857142857142857,0.0,3.5,1.924167448516752,0.75,0.0
Aomori,0.5714285714285714,0.0,nan,1.1727931963588538,nan,0.0
Chiba,2.8571428571428568,0.0,4.228708289685525,2.3462111799162533,0.6825396825396826,0.0
Ehime,0.14285714285714285,0.0,7.0,4.014592391212534,0.5,0.0
Fukui,1.0,0.0,1.9526006195579089,2.6918003852647123,0.9166666666666666,0.0
Fukuoka,1.0,0.0,3.3810066086117225,3.7776752786750554,0.7619047619047619,0.0
Fukushima,0.0,0.0,nan,nan,0.0,0.0
Gifu,1.5714285714285712,0.0,2.898505717650461,1.6935999104289505,0.8125,0.0
Gunma,0.42857142857142855,0.14285714285714285,15.643892200759696,2.1917998669297094,0.2666666666666667,0.3333333333333333
Hiroshima,0.2857142857142857,0.0,7.0,1.640670712015276,0.5,0.0
Hokkaido,1.4285714285714284,0.14285714285714285,57.15031863014315,1.5217296534183684,0.08139534883720934,0.1
Hyogo,1.2857142857142856,0.14285714285714285,11.18328266047697,3.256520529431007,0.352,0.11111111111111112
Ibaraki,0.8571428571428571,0.0,3.308946058297566,3.946082378783818,0.7692307692307692,0.0
Ishikawa,0.0,0.0,11.966579039460182,nan,0.33333333333333337,0.0
Iwate,0.0,0.0,nan,nan,nan,0.0
Kagawa,0.0,0.0,nan,nan,0.0,0.0
Kagoshima,0.14285714285714285,0.0,nan,1.640670712015276,nan,0.0
Kanagawa,3.857142857142857,0.0,9.094424256219074,2.113930410412772,0.41346153846153844,0.0
Kochi,0.14285714285714285,0.0,29.044667023274776,4.41635805469525,0.15384615384615385,0.0
Kumamoto,0.42857142857142855,0.0,9.498408141997068,1.440334596888557,0.4,0.0
Kyoto,1.714285714285714,0.0,7.280095469186127,2.928062664550304,0.4864864864864865,0.0
Mie,0.0,0.0,11.966579039460182,nan,0.33333333333333337,0.0
Miyagi,0.14285714285714285,0.0,7.0,5.54436633647954,0.5,0.0
Miyazaki,0.0,0.0,nan,nan,0.0,0.0
Nagano,0.2857142857142857,0.0,7.0,1.640670712015276,0.5,0.0
Nagasaki,0.14285714285714285,0.0,nan,3.156925177794596,nan,0.0
Nara,0.14285714285714285,0.0,4.796387792760068,5.179474679231212,0.6363636363636364,0.0
Niigata,0.2857142857142857,0.0,14.148139745475218,0.6095068271022377,0.29032258064516125,0.0
Oita,0.857142857142857,0.0,5.403503190665452,0.7485495079957006,0.5925925925925926,0.0
Okayama,0.2857142857142857,0.0,nan,2.1917998669297094,nan,0.0
Okinawa,0.42857142857142855,0.0,7.0,1.0,0.5,0.0
Osaka,6.571428571428571,0.14285714285714285,8.432972938786232,2.3814335956354604,0.4375,0.021739130434782608
Saga,0.0,0.0,nan,nan,0.0,0.021739130434782608
Saitama,3.5714285714285716,0.2857142857142857,7.54432115500697,1.710397462354485,0.47435897435897434,0.07999999999999999
Shiga,0.2857142857142857,0.0,11.966579039460182,2.6918003852647123,0.33333333333333337,0.0
Shimane,0.0,0.0,nan,nan,nan,0.0
Shizuoka,0.0,0.0,16.865945877572468,nan,0.25,0.0
Tochigi,1.0,0.0,4.796387792760068,0.5459582576122296,0.6363636363636364,0.0
Tokushima,0.0,0.0,nan,nan,nan,0.0
Tokyo,13.857142857142856,0.14285714285714285,4.662954510252731,2.804834272329219,0.6467391304347826,0.010309278350515464
Tottori,0.0,0.0,nan,nan,nan,0.010309278350515464
Toyama,0.0,0.0,nan,nan,nan,0.010309278350515464
Wakayama,0.0,0.0,38.765647373545136,nan,0.11764705882352944,0.010309278350515464
Yamagata,0.0,0.0,nan,nan,nan,0.010309278350515464
Yamaguchi,0.42857142857142855,0.0,2.707969650641791,0.4562460355474005,0.8333333333333334,0.0
Yamanashi,0.2857142857142857,0.0,7.0,1.924167448516752,0.5,0.0
Zenkoku,49.14285714285714,1.2857142857142856,8.133235416759435,2.452725366516778,0.44930176077717066,0.026162790697674417
