Pref.,cases(ave7),deaths(ave7),Td,Rt,K,CFR
Aichi,2.4285714285714284,0.5714285714285714,33.1772960761054,1.640670712015276,0.13605442176870752,0.23529411764705882
Akita,0.0,0.0,nan,nan,0.0,0.23529411764705882
Aomori,0.5714285714285714,0.0,nan,1.0,nan,0.0
Chiba,2.4285714285714284,0.0,10.488075149070808,4.062671890397582,0.37037037037037035,0.0
Ehime,0.0,0.0,nan,nan,0.0,0.0
Fukui,0.2857142857142857,0.0,3.0147359065137516,4.611802083978515,0.8,0.0
Fukuoka,0.5714285714285714,0.0,6.153827090507419,5.271638464301126,0.5454545454545454,0.0
Fukushima,0.0,0.0,nan,nan,0.0,0.0
Gifu,1.2857142857142856,0.0,3.1497587612319657,0.9193110577358916,0.7857142857142857,0.0
Gunma,0.42857142857142855,0.14285714285714285,14.420299019743018,1.6406707120152757,0.2857142857142857,0.3333333333333333
Hiroshima,0.2857142857142857,0.0,3.5,1.0,0.75,0.0
Hokkaido,1.4285714285714284,0.0,71.20907772142314,1.3359169825354338,0.06586826347305386,0.0
Hyogo,2.571428571428571,0.2857142857142857,20.931822600336652,2.744999667388201,0.2068965517241379,0.11111111111111112
Ibaraki,0.8571428571428571,0.0,4.416508275000202,1.924167448516752,0.6666666666666667,0.0
Ishikawa,0.14285714285714285,0.0,26.612488118467514,4.803986656673092,0.16666666666666663,0.0
Iwate,0.0,0.0,nan,nan,nan,0.0
Kagawa,0.0,0.0,nan,nan,0.0,0.0
Kagoshima,0.0,0.0,nan,nan,nan,0.0
Kanagawa,2.8571428571428568,0.0,13.3419232331878,2.0864048990680044,0.30487804878048785,0.0
Kochi,0.0,0.0,nan,nan,0.0,0.0
Kumamoto,0.0,0.0,31.47589273921344,nan,0.1428571428571429,0.0
Kyoto,1.4285714285714284,0.0,9.084795685573576,2.7872637371100755,0.4137931034482759,0.0
Mie,0.0,0.0,nan,nan,0.0,0.0
Miyagi,0.0,0.0,7.0,nan,0.5,0.0
Miyazaki,0.0,0.0,nan,nan,0.0,0.0
Nagano,0.14285714285714285,0.0,16.865945877572468,3.156925177794596,0.25,0.0
Nagasaki,0.14285714285714285,0.0,nan,2.6918003852647123,nan,0.0
Nara,0.14285714285714285,0.0,21.743986036537727,5.179474679231212,0.19999999999999996,0.0
Niigata,0.9999999999999999,0.0,14.07036138968577,1.0000000000000002,0.29166666666666663,0.0
Oita,1.857142857142857,0.0,2.7972024165718063,0.944430326253964,0.8235294117647058,0.0
Okayama,0.14285714285714285,0.0,nan,2.1917998669297094,nan,0.0
Okinawa,0.14285714285714285,0.0,16.865945877572468,3.156925177794596,0.25,0.0
Osaka,3.857142857142857,0.14285714285714285,16.865945877572468,3.289448204161881,0.25,0.037037037037037035
Saga,0.0,0.0,nan,nan,0.0,0.037037037037037035
Saitama,2.4285714285714284,0.14285714285714285,9.498408141997068,1.875410669239018,0.4,0.058823529411764705
Shiga,0.14285714285714285,0.0,11.966579039460182,1.640670712015276,0.33333333333333337,0.0
Shimane,0.0,0.0,nan,nan,nan,0.0
Shizuoka,0.0,0.0,nan,nan,0.0,0.0
Tochigi,0.42857142857142855,0.0,4.030016497454114,1.2281232542619904,0.7,0.0
Tokushima,0.0,0.0,nan,nan,nan,0.0
Tokyo,12.714285714285714,0.42857142857142855,6.868175230676205,2.745595060342764,0.5066079295154184,0.033707865168539325
Tottori,0.0,0.0,nan,nan,nan,0.033707865168539325
Toyama,0.0,0.0,nan,nan,nan,0.033707865168539325
Wakayama,0.14285714285714285,0.0,70.32654474799297,2.1917998669297094,0.06666666666666665,0.0
Yamagata,0.0,0.0,nan,nan,nan,0.0
Yamaguchi,0.2857142857142857,0.0,3.5,1.0,0.75,0.0
Yamanashi,0.2857142857142857,0.0,7.0,1.640670712015276,0.5,0.0
Zenkoku,41.42857142857143,1.714285714285714,13.391249688117126,2.616791934240159,0.3039462636439967,0.04137931034482758
