Pref.,cases(ave7),deaths(ave7),Td,Rt,K,CFR
Aichi,2.285714285714285,0.42857142857142855,30.781340878950868,1.6406707120152761,0.14583333333333337,0.18750000000000003
Akita,0.0,0.0,nan,nan,0.0,0.18750000000000003
Aomori,0.2857142857142857,0.0,nan,1.640670712015276,nan,0.0
Chiba,2.142857142857143,0.0,9.746194726431456,4.230770012648163,0.3921568627450981,0.0
Ehime,0.0,0.0,nan,nan,0.0,0.0
Fukui,0.0,0.0,4.416508275000202,nan,0.6666666666666667,0.0
Fukuoka,0.7142857142857142,0.0,5.983289519730091,3.932323361268363,0.5555555555555556,0.0
Fukushima,0.0,0.0,nan,nan,0.0,0.0
Gifu,1.1428571428571428,0.0,3.5,1.2554159485744252,0.75,0.0
Gunma,0.42857142857142855,0.14285714285714285,18.49348757067798,1.6406707120152757,0.23076923076923073,0.3333333333333333
Hiroshima,0.2857142857142857,0.0,4.416508275000202,1.335916982535434,0.6666666666666667,0.0
Hokkaido,1.2857142857142856,-0.14285714285714285,59.49770912630829,1.1541177635824627,0.07831325301204817,-0.11111111111111112
Hyogo,2.571428571428571,0.42857142857142855,20.931822600336652,2.363114788617384,0.2068965517241379,0.16666666666666669
Ibaraki,0.42857142857142855,0.0,3.225917944328591,3.156925177794596,0.7777777777777778,0.0
Ishikawa,0.14285714285714285,0.0,26.612488118467514,4.014592391212534,0.16666666666666663,0.0
Iwate,0.0,0.0,nan,nan,nan,0.0
Kagawa,0.0,0.0,nan,nan,0.0,0.0
Kagoshima,0.0,0.0,nan,nan,nan,0.0
Kanagawa,3.0,0.0,12.359917494434113,1.668479323929677,0.3246753246753247,0.0
Kochi,0.0,0.0,nan,nan,0.0,0.0
Kumamoto,0.14285714285714285,0.0,26.612488118467514,4.41635805469525,0.16666666666666663,0.0
Kyoto,0.8571428571428571,0.0,10.488075149070808,3.9460823787838177,0.37037037037037035,0.0
Mie,0.14285714285714285,0.0,26.612488118467514,3.156925177794596,0.16666666666666663,0.0
Miyagi,0.0,0.0,nan,nan,0.0,0.0
Miyazaki,0.0,0.0,nan,nan,0.0,0.0
Nagano,0.14285714285714285,0.0,16.865945877572468,2.6918003852647123,0.25,0.0
Nagasaki,0.0,0.0,nan,nan,nan,0.0
Nara,0.14285714285714285,0.0,21.743986036537727,3.5960218482705533,0.19999999999999996,0.0
Niigata,0.9999999999999999,0.0,14.07036138968577,1.0000000000000002,0.29166666666666663,0.0
Oita,2.142857142857143,0.0,1.75,0.902835522018433,0.9375,0.0
Okayama,0.14285714285714285,0.0,nan,2.1917998669297094,nan,0.0
Okinawa,0.14285714285714285,0.0,16.865945877572468,3.156925177794596,0.25,0.0
Osaka,3.2857142857142856,0.2857142857142857,19.054304093444927,3.1765091409885935,0.22480620155038755,0.08695652173913043
Saga,0.0,0.0,nan,nan,0.0,0.08695652173913043
Saitama,3.0,0.14285714285714285,9.616435362021068,1.7235493694809159,0.39622641509433965,0.047619047619047616
Shiga,0.14285714285714285,0.0,21.743986036537727,1.640670712015276,0.19999999999999996,0.0
Shimane,0.0,0.0,nan,nan,nan,0.0
Shizuoka,0.0,0.0,nan,nan,0.0,0.0
Tochigi,0.42857142857142855,0.0,7.0,2.0149458540125376,0.5,0.0
Tokushima,0.0,0.0,nan,nan,nan,0.0
Tokyo,7.857142857142857,0.42857142857142855,7.472196701855221,3.5648332655935153,0.4776119402985075,0.05454545454545454
Tottori,0.0,0.0,nan,nan,nan,0.05454545454545454
Toyama,0.0,0.0,nan,nan,nan,0.05454545454545454
Wakayama,0.2857142857142857,0.0,33.906370783550955,1.0,0.1333333333333333,0.0
Yamagata,0.0,0.0,nan,nan,nan,0.0
Yamaguchi,0.14285714285714285,0.0,4.416508275000202,2.1917998669297094,0.6666666666666667,0.0
Yamanashi,0.2857142857142857,0.0,7.0,1.0,0.5,0.0
Zenkoku,35.0,1.714285714285714,14.141439172234678,2.707477774132694,0.290437890974084,0.048979591836734684
