0.1,2004/08/16 ,46,1,西表島崎山湾,,11:34,12:26,24.315,123.666,,
0.1,2004/08/16 ,47,2,西表島落水崎西,,,,24.278,123.702,,
0.1,2004/08/16 ,48,3,西表島鹿川湾東,,16:23,17:18,24.280,123.749,,
0.3,2006/04/28 ,179,1,黒島南東,ケングチ,10:06,10:28,24.213,124.004,24.211,124.005
0.3,2006/04/28 ,180,2,黒島南東,ケングチ,11:28,12:12,24.210,124.013,,
0.3,2006/04/28 ,181,3,黒島南東,ケングチ,13:55,14:37,24.210,124.009,,
0.3,2009/09/19 ,562,1,石垣島白保崎,ミヤラ,10:16,11:01,24.334,124.239,24.335,124.242
0.3,2009/09/19 ,563,2,石垣島白保崎,ミヤラグチ,11:53,12:47,24.337,124.223,24.334,124.213
0.3,2009/09/19 ,564,3,石垣島白保崎,ミヤラグチ,15:12,15:47,24.334,124.207,24.332,124.201
0.6,2006/09/23 ,226,1,鳩間島東,,,,24.458,123.843,,
0.6,2019/09/23 ,227,2,鳩間島西,,13:44,14:29,24.465,123.800,,
0.6,2007/09/12 ,339,1,石垣島平久保東,ヤッチャグチ,09:47,10:29,24.554,124.330,24.552,124.328
0.6,2007/09/12 ,340,2,石垣島平久保東,ダルマーグチ,11:37,12:42,24.546,124.321,24.538,124.317
0.6,2007/09/12 ,341,3,石垣島玉取崎東,タマトリツガイ,14:38,15:22,24.484,124.300,24.475,124.298
0.6,2007/09/12 ,342,4,石垣島玉取崎東,タマトリツガイ,15:40,16:21,24.480,124.299,24.481,124.299
0.6,2008/05/06 ,388,1,下地島東,パナリノタバサグァー,10:24,11:35,24.212,123.941,24.206,123.940
0.6,2008/05/06 ,389,2,黒島南西,,13:17,14:10,24.217,123.999,24.213,124.001
0.6,2008/05/06 ,390,3,黒島東,ケングチ,14:57,15:58,24.227,124.041,24.229,124.047
0.7,2008/08/02 ,424,1,石垣島明石東,ニシグルチ,10:33,11:20,24.521,124.315,24.517,124.311
0.7,2008/08/02 ,425,2,石垣島玉取崎東,タマトリツガイ,11:53,12:46,24.488,124.301,24.476,124.293
0.7,2008/08/02 ,426,3,石垣島玉取崎東,タマトリツガイ,15:05,16:16,24.446,124.268,24.447,124.268
0.8,2011/05/04 ,770,1,黒島南東,ケングチ,09:51,10:38,24.217,124.026,24.212,124.019
0.8,2011/05/04 ,771,2,黒島南東,ケングチ,11:16,12:07,,,24.213,124.020
0.8,2011/05/04 ,772,3,黒島南西,,14:01,14:50,,,24.211,124.006
0.8,2011/07/02 ,782,1,西表島野原崎北,ノバルグチ,10:11,11:07,24.389,123.922,,
0.8,2011/07/02 ,783,2,西表島野原崎北,ノバルグチ,12:47,13:45,24.385,123.934,,
1.1,2004/08/17 ,49,1,竹富島南,カタグァー,10:16,11:12,24.254,124.090,,
1.1,2004/08/17 ,50,2,竹富島南,カタグァー,12:12,13:11,24.253,124.091,,
1.3,2009/09/20 ,565,1,西表島落水崎,ミジューティ,10:40,11:32,24.276,123.718,24.276,123.713
1.3,2009/09/20 ,566,2,西表島落水崎,ミジューティ,11:56,12:53,24.276,123.716,24.276,123.720
1.3,2009/09/20 ,567,3,西表島鹿ノ川湾,,14:38,15:25,24.287,123.738,24.283,123.743
1.6,2006/09/24 ,228,1,西表島落水崎,ミジューティ,10:38,11:31,24.279,123.752,,
1.6,2006/09/24 ,229,2,西表島ウビラ石,ハテルマケージュ,12:20,13:09,24.281,123.698,24.279,123.688
1.6,2006/09/24 ,230,3,西表島ウビラ石,ハテルマケージュ,14:31,15:21,24.280,123.697,,
1.6,2007/09/13 ,343,1,竹富島南,ウーロンマガイ,09:53,10:51,24.251,124.127,24.253,124.132
1.6,2007/09/13 ,344,2,竹富島南,カタグァー,11:34,12:33,24.245,124.102,24.246,127.111
1.6,2007/09/13 ,345,2,竹富島南,ヒーグルマー,15:07,16:12,24.266,124.156,24.261,124.149
1.7,2008/08/03 ,427,1,波照間島北西,,09:18,09:56,,,,
1.7,2008/08/03 ,428,2,波照間島西,,11:16,12:04,,,,
1.7,2008/08/03 ,429,3,波照間島南,,13:47,14:45,,,,
1.7,2008/08/03 ,430,4,波照間島南,,14:55,15:46,,,,
1.8,2011/05/05 ,773,1,石垣島カラ岳東,モリヤマグチ,09:44,10:44,24.387,124.260,24.392,124.263
1.8,2011/05/05 ,774,2,石垣島野原崎東,トゥールーグチ,11:37,12:41,24.415,124.267,24.408,124.269
1.8,2011/05/05 ,775,3,石垣島カラ岳東,モリヤマ,14:22,15:22,,,24.365,124.260
2.2,2006/11/23 ,250,1,黒島東,,10:34,11:13,24.232,124.046,,
2.2,2006/11/23 ,251,2,竹富島南,カタグァー,11:57,12:35,24.245,124.107,,
2.2,2006/11/23 ,252,3,竹富島南,ヒーグルマー,14:45,15:32,24.286,124.158,,
2.2,2007/08/15 ,324,1,鳩間島西,,10:57,11:52,24.472,123.802,24.481,123.802
2.2,2007/08/15 ,325,2,鳩間島北,,12:39,13:46,24.478,123.828,24.477,123.830
2.2,2007/08/15 ,326,3,ヨナラ水道北,ヨナランジュ,15:17,16:11,24.374,123.947,24.371,123.951
2.3,2006/04/30 ,182,1,鳩間島西,,10:37,11:21,24.475,123.802,24.469,123.806
2.3,2006/04/30 ,183,2,鳩間島西,,12:19,12:57,24.486,123.806,,
2.3,2006/04/30 ,185,3,鳩間島北,,15:12,16:07,24.480,123.820,,
2.3,2009/09/21 ,568,1,波照間島高那崎,,10:27,11:19,24.048,123.804,24.046,123.797
2.3,2009/09/21 ,569,2,波照間島南西,,11:49,12:28,24.047,123.751,24.045,123.754
2.3,2009/09/21 ,570,3,波照間島西,,13:52,16:35,24.057,123.737,24.050,123.752
2.6,2006/09/25 ,231,1,黒島東,,10:08,11:09,24.233,124.042,,
2.6,2006/09/25 ,232,2,黒島東,,11:24,12:08,24.231,124.045,24.224,124.041
2.6,2006/09/25 ,233,3,黒島北,,15:18,16:20,24.270,124.038,,
2.6,2007/09/14 ,346,1,石垣島野原崎,トオザトビシ,10:28,11:21,24.435,124.265,24.436,124.266
2.6,2007/09/14 ,347,2,石垣島野原崎,トオザトビシ,11:50,12:55,24.443,124.271,24.437,124.270
2.6,2007/09/14 ,348,3,石垣島カラ岳東,モリヤマグチ,14:22,15:25,24.406,124.268,24.398,124.268
2.8,2011/05/06 ,776,1,波照間島北,,10:51,11:41,24.073,123.789,24.075,124.787
2.8,2011/05/06 ,777,2,波照間島北西,,12:16,13:15,24.074,123.757,24.073,124.750
2.8,2011/05/06 ,778,3,波照間島北,,14:30,15:29,24.072,123.794,24.069,124.804
3.0,2009/04/28 ,488,1,西表島南,ナカバマー,10:37,11:24,24.274,123.782,24.273,123.784
3.0,2009/04/28 ,489,2,西表島南,タカバマー,11:59,12:41,24.269,123.798,24.270,123.792
3.0,2009/04/28 ,490,3,黒島南西,,15:21,15:59,24.219,123.998,,
3.1,2004/08/19 ,51,1,鳩間島南東,,11:02,12:06,24.451,123.835,,
3.1,2004/08/19 ,52,2,鳩間島西,,13:29,14:24,24.471,123.802,,
3.2,2006/11/24 ,253,1,下地島南西,,11:04,12:02,24.208,123.923,,123.930
3.2,2006/11/24 ,254,2,黒島南西,,13:54,14:49,24.217,123.999,24.211,124.005
3.2,2019/11/24 ,255,3,黒島南東,,15:32,16:19,,,,
3.2,2007/08/16 ,327,1,黒島北,ウウグチ,10:12,11:06,24.288,124.019,24.292,124.011
3.2,2019/08/16 ,328,2,黒島北,ウウグチ,11:57,12:54,24.289,124.024,24.286,124.028
3.2,2007/08/16 ,329,3,黒島南西,,15:10,16:08,24.221,123.997,24.214,124.001
3.3,2006/05/01 ,186,1,西表島野原崎北,ヨナランジュ,10:27,11:06,24.374,123.947,,
3.3,2006/05/01 ,187,2,小浜島北西,クバマビシ,13:12,14:12,24.368,123.960,,
3.3,2006/05/01 ,188,3,小浜島北西,クバマビシ,15:37,16:28,24.369,123.963,,
3.3,2009/09/22 ,571,1,西表島ウビラ石,ハテルマケージュ,10:43,11:32,24.288,123.674,24.285,123.677
3.3,2009/09/22 ,572,2,西表島ウビラ石,ハテルマケージュ,11:59,12:51,24.281,123.685,24.279,123.689
3.3,2009/09/22 ,573,3,西表島網取湾,,14:17,15:14,24.348,123.687,24.347,123.675
3.6,2006/09/26 ,234,1,石垣島トムル崎,ニシグルチ,10:17,10:54,24.517,124.310,24.518,124.311
3.6,2006/09/26 ,235,2,石垣島平久保東,ヤッチャグチ,11:33,12:09,24.562,124.334,24.555,124.332
3.6,2006/09/26 ,236,3,石垣島明石東,ビールンジュ,14:11,14:55,24.541,124.318,,
3.6,2007/09/15 ,349,1,石垣島白保崎南,ミヤラ,11:37,12:33,24.337,124.248,24.336,124.246
3.6,2007/09/15 ,350,2,石垣島白保崎南,ミヤラ,14:41,15:37,24.336,124.237,24.335,124.241
