name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,12197,1825,9930.0,386.0,35.0,56.0,212225.0
Aomori,青森県,390,39,345.0,6.0,2.0,0.0,8660.0
Iwate,岩手県,335,113,204.0,18.0,3.0,0.0,12971.0
Miyagi,宮城県,1753,360,1381.0,12.0,4.0,0.0,23759.0
Akita,秋田県,95,4,90.0,1.0,0.0,0.0,3878.0
Yamagata,山形県,302,108,192.0,2.0,2.0,0.0,9487.0
Fukushima,福島県,732,170,552.0,10.0,5.0,0.0,49610.0
Ibaraki,茨城県,2133,255,1844.0,34.0,11.0,0.0,18137.0
Tochigi,栃木県,1022,267,755.0,3.0,10.0,3.0,66091.0
Gunma,群馬県,1933,396,1471.0,30.0,6.0,36.0,46260.0
Saitama,埼玉県,11675,2090,9408.0,177.0,40.0,0.0,281001.0
Chiba,千葉県,9055,1228,7721.0,106.0,17.0,0.0,204487.0
Tokyo,東京都,51446,6078,44802.0,566.0,66.0,0.0,901556.0
Kanagawa,神奈川県,16852,1880,14735.0,237.0,51.0,0.0,311376.0
Niigata,新潟県,440,68,372.0,3.0,0.0,3.0,25739.0
Toyama,富山県,492,26,440.0,26.0,1.0,0.0,19756.0
Ishikawa,石川県,960,80,835.0,50.0,0.0,5.0,26887.0
Fukui,福井県,337,13,313.0,11.0,2.0,0.0,17490.0
Yamanashi,山梨県,467,35,422.0,10.0,1.0,0.0,14278.0
Nagano,長野県,1046,140,861.0,10.0,6.0,35.0,40462.0
Gifu,岐阜県,1731,348,1360.0,23.0,6.0,0.0,56477.0
Shizuoka,静岡県,2354,601,1725.0,28.0,11.0,0.0,74303.0
Aichi,愛知県,13967,2228,11581.0,158.0,36.0,0.0,170726.0
Mie,三重県,1144,177,946.0,15.0,4.0,6.0,26913.0
Shiga,滋賀県,924,77,836.0,11.0,1.0,0.0,33175.0
Kyoto,京都府,3559,609,2922.0,43.0,8.0,15.0,79776.0
Osaka,大阪府,27037,3696,22846.0,479.0,158.0,16.0,412580.0
Hyogo,兵庫県,8100,855,7115.0,130.0,44.0,0.0,122507.0
Nara,奈良県,1654,244,1390.0,20.0,9.0,0.0,41712.0
Wakayama,和歌山県,578,32,528.0,7.0,6.0,11.0,15724.0
Tottori,鳥取県,69,7,61.0,0.0,1.0,1.0,21076.0
Shimane,島根県,181,18,163.0,0.0,1.0,0.0,8556.0
Okayama,岡山県,1082,204,642.0,12.0,3.0,224.0,27231.0
Hiroshima,広島県,2203,295,1157.0,13.0,10.0,738.0,56843.0
Yamaguchi,山口県,464,56,402.0,2.0,5.0,4.0,24734.0
Tokushima,徳島県,191,3,178.0,9.0,0.0,1.0,14274.0
Kagawa,香川県,208,24,181.0,3.0,0.0,0.0,20585.0
Ehime,愛媛県,375,45,319.0,11.0,3.0,0.0,10863.0
Kochi,高知県,501,173,323.0,5.0,1.0,0.0,5271.0
Fukuoka,福岡県,7366,1042,6210.0,114.0,13.0,0.0,239470.0
Saga,佐賀県,409,42,369.0,3.0,1.0,5.0,13371.0
Nagasaki,長崎県,352,79,277.0,3.0,2.0,7.0,33005.0
Kumamoto,熊本県,1414,172,1128.0,13.0,4.0,101.0,29926.0
Oita,大分県,574,100,469.0,5.0,5.0,0.0,37251.0
Miyazaki,宮崎県,666,84,582.0,4.0,2.0,4.0,11569.0
Kagoshima,鹿児島県,875,136,739.0,13.0,1.0,13.0,33826.0
Okinawa,沖縄県,4968,294,4602.0,77.0,6.0,5.0,83657.0
Zenkoku,全国,196608,26816,165724.0,2899.0,,,
