name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,60570,206,58893.0,1469.0,1.0,2.0,1131404.0,JP-01
Aomori,青森県,5870,149,5683.0,38.0,1.0,0.0,90882.0,JP-02
Iwate,岩手県,3486,2,3431.0,53.0,0.0,0.0,123599.0,JP-03
Miyagi,宮城県,16252,22,16110.0,118.0,1.0,2.0,243720.0,JP-04
Akita,秋田県,1894,6,1861.0,27.0,0.0,0.0,26739.0,JP-05
Yamagata,山形県,3528,16,3456.0,56.0,0.0,0.0,100022.0,JP-06
Fukushima,福島県,9476,16,9285.0,175.0,2.0,0.0,416643.0,JP-07
Ibaraki,茨城県,24351,96,24038.0,217.0,8.0,0.0,40366.0,JP-08
Tochigi,栃木県,15417,72,15229.0,116.0,2.0,0.0,488179.0,JP-09
Gunma,群馬県,16694,54,16466.0,174.0,3.0,0.0,301432.0,JP-10
Saitama,埼玉県,115419,357,114039.0,1023.0,25.0,0.0,1478606.0,JP-11
Chiba,千葉県,100169,290,98855.0,1016.0,14.0,8.0,1090038.0,JP-12
Tokyo,東京都,377159,981,373095.0,3083.0,35.0,0.0,3718177.0,JP-13
Kanagawa,神奈川県,168655,484,166876.0,1295.0,20.0,0.0,1624122.0,JP-14
Niigata,新潟県,7970,46,7863.0,61.0,1.0,0.0,290619.0,JP-15
Toyama,富山県,4848,28,4769.0,51.0,1.0,0.0,116672.0,JP-16
Ishikawa,石川県,7932,34,7747.0,129.0,0.0,22.0,197377.0,JP-17
Fukui,福井県,3098,21,3040.0,37.0,0.0,0.0,117908.0,JP-18
Yamanashi,山梨県,5144,8,5108.0,29.0,0.0,1.0,116608.0,JP-19
Nagano,長野県,8831,41,8749.0,96.0,0.0,55.0,322195.0,JP-20
Gifu,岐阜県,19012,145,18860.0,217.0,3.0,210.0,416687.0,JP-21
Shizuoka,静岡県,26710,31,26401.0,209.0,0.0,69.0,630210.0,JP-22
Aichi,愛知県,106030,401,104477.0,1152.0,6.0,0.0,1330052.0,JP-23
Mie,三重県,14742,84,14818.0,163.0,1.0,323.0,267510.0,JP-24
Shiga,滋賀県,12349,47,12200.0,102.0,1.0,0.0,260126.0,JP-25
Kyoto,京都府,35788,136,35354.0,290.0,7.0,8.0,427791.0,JP-26
Osaka,大阪府,201684,1179,195913.0,3022.0,146.0,1570.0,3569263.0,JP-27
Hyogo,兵庫県,78111,403,76316.0,1392.0,11.0,0.0,760067.0,JP-28
Nara,奈良県,15817,99,15569.0,149.0,2.0,0.0,253223.0,JP-29
Wakayama,和歌山県,5284,7,5111.0,62.0,1.0,104.0,65742.0,JP-30
Tottori,鳥取県,1659,9,1620.0,5.0,0.0,25.0,149613.0,JP-31
Shimane,島根県,1644,14,1625.0,5.0,0.0,0.0,55806.0,JP-32
Okayama,岡山県,15216,66,15000.0,136.0,2.0,14.0,268198.0,JP-33
Hiroshima,広島県,21912,150,21563.0,199.0,3.0,0.0,905700.0,JP-34
Yamaguchi,山口県,5682,62,5528.0,92.0,0.0,0.0,189336.0,JP-35
Tokushima,徳島県,3283,10,3208.0,65.0,0.0,0.0,105394.0,JP-36
Kagawa,香川県,4695,6,4651.0,38.0,0.0,0.0,130793.0,JP-37
Ehime,愛媛県,5306,82,5142.0,82.0,1.0,0.0,155459.0,JP-38
Kochi,高知県,4131,16,4083.0,32.0,1.0,0.0,99145.0,JP-39
Fukuoka,福岡県,74292,347,73305.0,619.0,12.0,21.0,1270990.0,JP-40
Saga,佐賀県,5807,22,5806.0,29.0,1.0,50.0,105490.0,JP-41
Nagasaki,長崎県,6065,40,5952.0,73.0,0.0,0.0,182187.0,JP-42
Kumamoto,熊本県,14355,35,14184.0,136.0,2.0,0.0,123324.0,JP-43
Oita,大分県,8180,30,8066.0,84.0,0.0,0.0,269210.0,JP-44
Miyazaki,宮崎県,6150,14,6079.0,41.0,0.0,16.0,72948.0,JP-45
Kagoshima,鹿児島県,9096,25,9068.0,65.0,0.0,62.0,169184.0,JP-46
Okinawa,沖縄県,50036,252,49391.0,362.0,3.0,31.0,399599.0,JP-47
Zenkoku,全国,1709799,6641,1683883.0,18084.0,,,,
