2020/03/16 04:47:24 UTC,,,,,,,,
 China ,80860,16,3213,14,67758,9889,3226,56.2
 Italy ,24747, ,1809, ,2335,20603,1672,409.3
 Iran ,13938, ,724, ,4590,8624, ,165.9
 S. Korea ,8236,74,75, ,1137,7024,59,160.6
 Spain ,7845, ,292, ,517,7036,272,167.8
 Germany ,5813, ,13, ,46,5754,2,69.4
 France ,5423, ,127, ,12,5284,400,83.1
 USA ,3782,102,69,1,73,3640,10,11.4
 Switzerland ,2217, ,14, ,4,2199, ,256.2
 UK ,1391, ,35, ,20,1336,20,20.5
 Norway ,1256, ,3, ,1,1252,27,231.7
 Netherlands ,1135, ,20, ,2,1113,45,66.2
 Sweden ,1040, ,3, ,1,1036,2,103
 Belgium ,886, ,4, ,1,881,33,76.4
 Denmark ,864, ,2, ,1,861,2,149.2
 Austria ,860, ,1, ,6,853,1,95.5
 Japan ,839, ,24, ,144,671,36,6.6
 Diamond Princess ,696, ,7, ,456,233,15,
 Malaysia ,428, , , ,42,386,9,13.2
 Qatar ,401, , , ,4,397, ,139.2
 Canada ,341, ,1, ,11,329,1,9
 Greece ,331, ,4, ,8,319,5,31.8
 Australia ,300, ,5, ,27,268,1,11.8
 Czechia ,293, , , , ,293,2,27.4
 Portugal ,245, , , ,3,242,9,24
 Finland ,244, , , ,10,234, ,44
 Singapore ,226, , , ,105,121,11,38.6
 Slovenia ,219, ,1, , ,218,3,105.3
 Bahrain ,214, , , ,77,137,2,125.8
 Israel ,213, , , ,4,209,2,24.6
 Brazil ,200, , , ,2,198,2,0.9
 Iceland ,180, , , , ,180,1,
 Estonia ,171, , , ,1,170, ,128.9
 Ireland ,170, ,2, ,1,167,6,34.4
 Hong Kong ,149, ,4, ,81,64,4,19.9
 Philippines ,140, ,12, ,5,123,1,1.3
 Romania ,139, , , ,9,130,1,7.2
 Egypt ,126, ,2, ,32,92, ,1.2
 Poland ,125, ,3, ,13,109,3,3.3
 Iraq ,124, ,10, ,26,88, ,3.1
 Saudi Arabia ,118, , , ,3,115, ,3.4
 Indonesia ,117, ,5, ,8,104, ,0.4
 India ,114, ,2, ,13,99, ,0.1
 Thailand ,114, ,1, ,35,78,1,1.6
 Kuwait ,112, , , ,9,103,4,26.2
 Lebanon ,110, ,3, ,1,106,3,16.1
 San Marino ,109, ,7, ,4,98,11,
 UAE ,98, , , ,23,75,2,9.9
 Luxembourg ,77, ,1, , ,76, ,
 Chile ,75, , , , ,75, ,3.9
 Peru ,71, , , , ,71, ,2.2
 Russia ,63, , , ,8,55, ,0.4
 Slovakia ,61, , , , ,61, ,11.2
 South Africa ,61, , , , ,61, ,1
 Taiwan ,59, ,1, ,20,38, ,2.5
 Vietnam ,57, , , ,16,41, ,0.6
 Argentina ,56, ,2, ,3,51,1,1.2
 Panama ,55, ,1, , ,54, ,12.7
 Algeria ,54, ,4, ,10,40, ,1.2
 Pakistan ,53, , , ,2,51, ,0.2
 Bulgaria ,51, ,2, , ,49, ,7.3
 Brunei ,50, , , , ,50, ,
 Croatia ,49, , , ,2,47, ,11.9
 Serbia ,48, , , ,1,47,1,5.5
 Mexico ,43, , , ,4,39,1,0.3
 Albania ,42, ,1, , ,41,2,14.6
 Palestine ,38, , , , ,38, ,7.4
 Ecuador ,37, ,2, , ,35,1,2.1
 Costa Rica ,35, , , , ,35,3,6.9
 Colombia ,34, , , , ,34, ,0.7
 Georgia ,33, , , ,1,32,1,8.3
 Cyprus ,33, , , , ,33,1,27.3
 Hungary ,32, ,1, ,1,30, ,3.3
 Latvia ,30, , , ,1,29, ,15.9
 Morocco ,28, ,1, ,1,26,1,0.8
 Armenia ,28, , , , ,28, ,9.4
 Belarus ,27, , , ,3,24, ,2.9
 Senegal ,24, , , ,2,22, ,1.4
 Bosnia and Herzegovina ,24, , , , ,24, ,7.3
 Azerbaijan ,23, ,1, ,6,16, ,2.3
 Moldova ,23, , , , ,23, ,5.7
 Oman ,22, , , ,9,13, ,4.3
 Malta ,21, , , ,2,19, ,
 Tunisia ,20, , , , ,20,2,1.7
 North Macedonia ,19, , , ,1,18, ,9.1
 Sri Lanka ,18, , , ,1,17, ,0.8
 Turkey ,18, , , , ,18, ,0.2
 Venezuela ,17, , , , ,17, ,0.6
 Afghanistan ,16, , , ,1,15, ,0.4
 Lithuania ,14, , , ,1,13, ,5.1
 Maldives ,13, , , , ,13, ,
 Cambodia ,12, , , ,1,11, ,0.7
 Jordan ,12, , , ,1,11, ,1.2
 Macao ,11, , , ,10,1, ,
 Dominican Republic ,11, , , , ,11, ,1
 Faeroe Islands ,11, , , , ,11, ,
 Bolivia ,10, , , , ,10, ,0.9
 Jamaica ,10, , , ,2,8, ,3.4
 Martinique ,10, , , , ,10, ,
 Kazakhstan ,9, , , , ,9, ,0.5
 New Zealand ,8, , , , ,8, ,1.7
 Paraguay ,8, , , , ,8,1,1.1
 French Guiana ,7, , , , ,7, ,
 Liechtenstein ,7, , , , ,7, ,
 Réunion ,7, , , , ,7, ,
 Ghana ,6, , , , ,6, ,0.2
 Uruguay ,6, , , , ,6, ,1.7
 Andorra ,5, , , , ,5, ,
 Bangladesh ,5, , , ,2,3, ,
 Guadeloupe ,5, , , , ,5, ,
 Puerto Rico ,5, , , , ,5, ,1.7
 Rwanda ,5, , , , ,5, ,0.4
 Guyana ,4, ,1, , ,3, ,
 Cameroon ,4, , , , ,4, ,0.2
 Ivory Coast ,4, , , , ,4, ,0.2
 Cuba ,4, , , , ,4, ,0.4
 Ethiopia ,4, , , , ,4, ,
 Uzbekistan ,4, , , , ,4, ,0.1
 Ukraine ,3, ,1, , ,2, ,0.1
 Burkina Faso ,3, , , , ,3, ,0.1
 Channel Islands ,3, , , , ,3, ,
 French Polynesia ,3, , , , ,3, ,
 Guam ,3, , , , ,3, ,
 Honduras ,3, , , , ,3, ,0.3
 Kenya ,3, , , , ,3, ,0.1
 Seychelles ,3, , , , ,3, ,
 Monaco ,2, , , , ,2, ,
 Nigeria ,2, , , ,1,1, ,
 Aruba ,2, , , , ,2, ,
 Curaçao ,2, , , , ,2, ,
 DRC ,2, , , , ,2, ,
 Namibia ,2, , , , ,2, ,0.8
 Saint Lucia ,2, , , , ,2, ,
 Saint Martin ,2, , , , ,2, ,
 Trinidad and Tobago ,2, , , , ,2, ,1.4
