2020/03/21 11:58:29 UTC
China,"81,008",+41,"3,255                                ",+7,"71,740","6,013","1,927",56
Italy,"47,021",,"4,032                                ",,"5,129","37,860","2,655",778
Spain,"24,926","+3,355","1,326                                ",+233,"2,125","21,475",939,533
Iran,"20,610",+966,"1,556                                ",+123,"7,635","11,419",,245
Germany,"20,581",+733,72                                ,+4,209,"20,300",2,246
USA,"19,775",+392,276                                ,+20,147,"19,352",64,60
France,"12,612",,450                                ,,"1,587","10,575","1,297",193
S. Korea,"8,799",+147,102                                ,+8,"2,612","6,085",59,172
Switzerland,"6,186",+571,58                                ,+2,15,"6,113",141,715
UK,"3,983",,177                                ,,65,"3,741",20,59
Netherlands,"2,994",,106                                ,,2,"2,886",210,175
Belgium,"2,815",+558,67                                ,+30,263,"2,485",288,243
Austria,"2,719",+70,7                                ,+1,9,"2,703",15,302
Norway,"1,995",+36,7                                ,,1,"1,987",27,368
Sweden,"1,657",+18,16                                ,,16,"1,625",69,164
Denmark,"1,326",+71,13                                ,+4,1,"1,312",42,229
Portugal,"1,280",+260,12                                ,+6,5,"1,263",26,126
Malaysia,"1,183",+153,4                                ,+1,114,"1,065",26,37
Canada,"1,087",,12                                ,,14,"1,061",1,29
Australia,"1,068",+140,7                                ,,46,"1,015",2,42
Japan,"1,007",,35                                ,,215,757,50,8
Brazil,977,+7,11                                ,,2,964,18,5
Czechia,925,+92, ,,4,921,6,86
Israel,883,+178,1                                ,,36,846,15,102
Diamond Princess,712,,8                                ,,567,137,15,
Ireland,683,,3                                ,,5,675,6,138
Turkey,670,,9                                ,,,661,,8
Luxembourg,670,+186,8                                ,+3,6,656,1,"1,070"
Pakistan,534,+33,3                                ,,13,518,,2
Finland,512,+62, ,,10,502,2,92
Greece,495,,10                                ,,19,466,20,47
Iceland,473,+64, ,,5,468,1,"1,386"
Qatar,470,, ,,10,460,6,163
Indonesia,450,+81,38                                ,+6,20,392,,2
Poland,439,+14,5                                ,,13,421,3,12
Chile,434,, ,,6,428,7,23
Ecuador,426,,7                                ,,3,416,2,24
Thailand,411,+89,1                                ,,42,368,1,6
Singapore,385,,2                                ,+2,131,252,14,66
Romania,367,+59, ,,52,315,14,19
Saudi Arabia,344,, ,,8,336,,10
Slovenia,341,,1                                ,,,340,9,164
Philippines,307,+77,19                                ,+1,13,275,1,3
Estonia,306,+23, ,,1,305,1,231
