2020/03/14 05:26:38 UTC,,,,,,,,
 Venezuela ,2, , , , ,2, ,0.1
 Guyana ,1, ,1, , ,0, ,
 Sudan ,1, ,1, , ,0, ,
 Andorra ,1, , , , ,1, ,
 Jordan ,1, , , ,1,0, ,0.1
 Nepal ,1, , , ,1,0, ,
 Antigua and Barbuda ,1, , , , ,1, ,
 Bhutan ,1, , , , ,1, ,
 Cayman Islands ,1, , , , ,1, ,
 Ivory Coast ,1, , , , ,1, ,
 Curaçao ,1, , , , ,1, ,
 Ethiopia ,1, , , , ,1, ,
 Gabon ,1, , , , ,1, ,0.4
 Gibraltar ,1, , , ,1,0, ,
 Guadeloupe ,1, , , , ,1, ,
 Guatemala ,1, , , , ,1, ,0.1
 Guinea ,1, , , , ,1, ,0.1
 Vatican City ,1, , , , ,1, ,
 Kenya ,1, , , , ,1, ,
 Mauritania ,1, , , , ,1, ,0.2
 Mongolia ,1, , , , ,1, ,0.3
 St. Barth ,1, , , , ,1, ,
 Saint Lucia ,1, , , , ,1, ,
 St. Vincent Grenadines ,1, , , , ,1, ,
 Suriname ,1, , , , ,1, ,
 Togo ,1, , , , ,1, ,0.1
 Trinidad and Tobago ,1, , , , ,1, ,0.7
Total:,145673,201,5436,20,72532,67705,6082,18.7
