Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day)
2020/02/24,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/02/25,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/02/26,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/02/27,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/02/28,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/02/29,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/03/01,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/03/02,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/03/03,2.47,0,0.14,0,0.14,0,0.00,0,0.00
2020/03/04,3.92,0,0.29,0,0.14,0,0.00,0,0.00
2020/03/05,5.75,0,0.43,0,0.14,0,0.00,0,0.00
2020/03/06,8.63,1,0.57,1,0.14,0,0.00,0,0.00
2020/03/07,14.17,1,0.71,0,0.14,0,0.00,0,0.00
2020/03/08,32.17,1,0.86,0,0.14,0,0.00,0,0.00
2020/03/09,NG,1,1.00,0,0.14,0,0.00,0,0.00
2020/03/10,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/03/11,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/03/12,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/03/13,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/03/14,13.57,1,1.00,0,0.00,0,0.00,0,0.00
2020/03/15,7.82,1,1.00,0,0.00,0,0.00,0,0.00
2020/03/16,5.86,1,1.00,0,0.00,0,0.00,0,0.00
2020/03/17,4.87,1,1.00,0,0.00,0,0.00,0,0.00
2020/03/18,3.94,1,1.00,0,0.00,0,0.00,0,0.00
2020/03/19,3.42,1,1.00,0,0.00,0,0.00,0,0.00
2020/03/20,3.07,1,1.00,0,0.00,0,0.00,0,0.00
2020/03/21,3.79,1,1.43,0,0.43,0,0.00,0,0.00
2020/03/22,4.53,1,1.86,0,0.43,0,0.00,0,0.00
2020/03/23,5.16,1,2.29,0,0.43,0,0.00,0,0.00
2020/03/24,5.76,4,2.71,3,0.43,0,0.00,0,0.00
2020/03/25,7.72,4,3.43,0,0.71,0,0.00,0,0.00
2020/03/26,10.51,4,4.14,0,0.71,0,0.00,0,0.00
2020/03/27,15.04,4,4.86,0,0.71,0,0.00,0,0.00
2020/03/28,16.81,6,5.14,2,0.29,0,0.00,0,0.00
2020/03/29,17.72,6,5.43,0,0.29,0,0.00,0,0.00
2020/03/30,22.22,6,5.86,0,0.43,0,0.00,0,0.00
2020/03/31,29.13,6,6.29,0,0.43,0,0.00,0,0.00
2020/04/01,29.73,6,6.43,0,0.14,0,0.00,0,0.00
2020/04/02,30.32,7,6.57,1,0.14,0,0.00,0,0.00
2020/04/03,30.67,7,6.71,0,0.14,0,0.00,0,0.00
2020/04/04,31.56,7,6.86,0,0.14,0,0.00,0,0.00
2020/04/05,42.66,7,7.14,0,0.29,0,0.00,0,0.00
2020/04/06,52.21,7,7.29,0,0.14,0,0.00,0,0.00
2020/04/07,65.64,7,7.43,0,0.14,0,0.00,0,0.00
2020/04/08,87.82,8,7.57,1,0.14,0,0.00,0,0.00
2020/04/09,131.41,8,7.71,0,0.14,0,0.00,0,0.00
2020/04/10,138.62,8,7.86,0,0.14,0,0.00,0,0.00
2020/04/11,136.26,8,8.00,0,0.14,0,0.00,0,0.00
2020/04/12,92.68,8,8.00,0,0.00,0,0.00,0,0.00
2020/04/13,70.50,8,8.00,0,0.00,0,0.00,0,0.00
2020/04/14,57.06,8,8.00,0,0.00,0,0.00,0,0.00
2020/04/15,47.52,8,8.00,0,0.00,0,0.00,0,0.00
2020/04/16,41.19,8,8.00,0,0.00,0,0.00,0,0.00
2020/04/17,48.31,8,8.14,0,0.14,0,0.00,0,0.00
2020/04/18,49.71,8,8.29,0,0.14,0,0.00,0,0.00
2020/04/19,49.95,8,8.43,0,0.14,0,0.00,0,0.00
2020/04/20,43.96,9,8.57,1,0.14,0,0.00,0,0.00
2020/04/21,39.12,9,8.71,0,0.14,0,0.00,0,0.00
2020/04/22,35.96,9,8.86,0,0.14,0,0.00,0,0.00
2020/04/23,32.90,9,9.00,0,0.14,0,0.00,0,0.00
2020/04/24,27.89,9,9.00,0,0.00,0,0.00,0,0.00
2020/04/25,28.14,9,9.14,0,0.14,0,0.00,0,0.00
2020/04/26,26.72,9,9.29,0,0.14,0,0.00,0,0.00
2020/04/27,29.36,9,9.57,0,0.29,0,0.00,0,0.00
2020/04/28,32.84,10,9.86,1,0.29,0,0.00,0,0.00
2020/04/29,36.78,10,10.14,0,0.29,0,0.00,0,0.00
2020/04/30,41.92,11,10.43,1,0.29,0,0.00,0,0.00
