date,npatients,ndeaths,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Cases /100000Pop.,Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Deaths /100000Pop.,Td7,Rt,CFR(%)
2020-03-18,1,0.00,,,,,,,,,,,
2020-03-19,1,0.00,,0.00,,,,0.00,,,,,
2020-03-20,1,0.00,,0.00,,,,0.00,,,,,
2020-03-21,1,0.00,,0.00,,,,0.00,,,,,
2020-03-22,1,0.00,,0.00,,,,0.00,,,,,
2020-03-23,1,0.00,,0.00,,,,0.00,,,,,
2020-03-24,1,0.00,,0.00,,,,0.00,,,,,
2020-03-25,3,0.00,1.00,2.00,,,0.00,0.00,,,,,0.00
2020-03-26,5,0.00,1.29,2.00,0.29,0.04,0.00,0.00,0.00,0.00,,,0.00
2020-03-27,8,0.00,1.86,3.00,0.57,0.07,0.00,0.00,0.00,0.00,,,0.00
2020-03-28,12,0.00,2.86,4.00,1.00,0.13,0.00,0.00,0.00,0.00,,,0.00
2020-03-29,13,0.00,4.43,1.00,1.57,0.21,0.00,0.00,0.00,0.00,,,0.00
2020-03-30,15,0.00,6.14,2.00,1.71,0.22,0.00,0.00,0.00,0.00,,,0.00
2020-03-31,16,0.00,8.14,1.00,2.00,0.26,0.00,0.00,0.00,0.00,,,0.00
2020-04-01,22,0.00,10.29,6.00,2.14,0.28,0.00,0.00,0.00,0.00,2.31,,0.00
2020-04-02,31,1.00,13.00,9.00,2.71,0.36,0.00,1.00,0.00,0.00,2.33,4.22,0.00
2020-04-03,40,1.00,16.71,9.00,3.71,0.49,0.14,0.00,0.14,0.02,2.49,3.04,0.85
2020-04-04,44,1.00,21.29,4.00,4.57,0.60,0.29,0.00,0.14,0.02,2.75,2.55,1.34
2020-04-05,51,2.00,25.86,7.00,4.57,0.60,0.43,1.00,0.14,0.02,3.09,2.14,1.66
2020-04-06,57,2.00,31.29,6.00,5.43,0.71,0.71,0.00,0.29,0.04,3.38,2.01,2.28
2020-04-07,57,2.00,37.29,0.00,6.00,0.79,1.00,0.00,0.29,0.04,3.60,2.04,2.68
2020-04-08,67,2.00,43.14,10.00,5.86,0.77,1.29,0.00,0.29,0.04,3.77,2.09,2.98
2020-04-09,72,2.00,49.57,5.00,6.43,0.84,1.57,0.00,0.29,0.04,4.04,1.73,3.17
2020-04-10,76,2.00,55.43,4.00,5.86,0.77,1.71,0.00,0.14,0.02,4.46,1.48,3.09
2020-04-11,86,2.00,60.57,10.00,5.14,0.67,1.86,0.00,0.14,0.02,5.07,1.19,3.07
2020-04-12,88,2.00,66.57,2.00,6.00,0.79,2.00,0.00,0.14,0.02,5.70,1.09,3.00
2020-04-13,92,2.00,71.86,4.00,5.29,0.69,2.00,0.00,0.00,0.00,6.43,1.07,2.78
2020-04-14,92,2.00,76.86,0.00,5.00,0.66,2.00,0.00,0.00,0.00,7.40,0.91,2.60
2020-04-15,100,2.00,81.86,8.00,5.00,0.66,2.00,0.00,0.00,0.00,8.40,0.89,2.44
2020-04-16,103,2.00,86.57,3.00,4.71,0.62,2.00,0.00,0.00,0.00,9.67,0.84,2.31
2020-04-17,104,2.00,91.00,1.00,4.43,0.58,2.00,0.00,0.00,0.00,10.88,0.86,2.20
2020-04-18,106,4.00,95.00,2.00,4.00,0.52,2.00,2.00,0.00,0.00,11.92,0.90,2.11
2020-04-19,112,4.00,97.86,6.00,2.86,0.37,2.29,0.00,0.29,0.04,13.64,0.75,2.34
2020-04-20,113,4.00,101.29,1.00,3.43,0.45,2.57,0.00,0.29,0.04,15.71,0.64,2.54
2020-04-21,118,4.00,104.29,5.00,3.00,0.39,2.86,0.00,0.29,0.04,17.58,0.76,2.74
2020-04-22,119,4.00,108.00,1.00,3.71,0.49,3.14,0.00,0.29,0.04,20.04,0.69,2.91
2020-04-23,119,5.00,110.71,0.00,2.71,0.36,3.43,1.00,0.29,0.04,21.94,0.84,3.10
2020-04-24,120,5.00,113.00,1.00,2.29,0.30,3.86,0.00,0.43,0.06,24.74,0.70,3.41
2020-04-25,120,5.00,115.29,0.00,2.29,0.30,4.29,0.00,0.43,0.06,27.96,0.67,3.72
2020-04-26,121,5.00,117.29,1.00,2.00,0.26,4.43,0.00,0.14,0.02,29.60,0.85,3.78
2020-04-27,121,6.00,118.57,0.00,1.29,0.17,4.57,1.00,0.14,0.02,33.08,0.68,3.86
2020-04-28,122,6.00,119.71,1.00,1.14,0.15,4.86,0.00,0.29,0.04,37.79,0.55,4.06
2020-04-29,122,7.00,120.29,0.00,0.57,0.07,5.14,1.00,0.29,0.04,47.12,0.43,4.28
2020-04-30,122,8.00,120.71,0.00,0.43,0.06,5.57,1.00,0.43,0.06,58.52,0.33,4.62
2020-05-01,122,8.00,121.14,0.00,0.43,0.06,6.00,0.00,0.43,0.06,73.47,0.30,4.95
2020-05-02,122,8.00,121.43,0.00,0.29,0.04,6.43,0.00,0.43,0.06,97.91,0.30,5.29
2020-05-03,122,8.00,121.71,0.00,0.29,0.04,6.86,0.00,0.43,0.06,139.77,0.25,5.63
2020-05-04,122,8.00,121.86,0.00,0.14,0.02,7.29,0.00,0.43,0.06,185.47,0.34,5.98
2020-05-05,122,8.00,122.00,0.00,0.14,0.02,7.57,0.00,0.29,0.04,273.49,0.23,6.21
2020-05-06,122,8.00,122.00,0.00,0.00,0.00,7.86,0.00,0.29,0.04,342.87,0.37,6.44
