date,npatients,ndeaths,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Cases /100000Pop.,Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Deaths /100000Pop.,Td7,Rt,CFR(%)
2020-03-18,2,0.00,,,,,,,,,,,
2020-03-19,3,0.00,,1.00,,,,0.00,,,,,
2020-03-20,3,0.00,,0.00,,,,0.00,,,,,
2020-03-21,3,0.00,,0.00,,,,0.00,,,,,
2020-03-22,3,0.00,,0.00,,,,0.00,,,,,
2020-03-23,5,0.00,,2.00,,,,0.00,,,,,
2020-03-24,5,0.00,,0.00,,,,0.00,,,,,
2020-03-25,9,0.00,3.43,4.00,,,0.00,0.00,,,,,0.00
2020-03-26,9,0.00,4.43,0.00,1.00,0.04,0.00,0.00,0.00,0.00,,,0.00
2020-03-27,9,0.00,5.29,0.00,0.86,0.03,0.00,0.00,0.00,0.00,,,0.00
2020-03-28,13,0.00,6.14,4.00,0.86,0.03,0.00,0.00,0.00,0.00,,,0.00
2020-03-29,16,0.00,7.57,3.00,1.43,0.05,0.00,0.00,0.00,0.00,,,0.00
2020-03-30,20,0.00,9.43,4.00,1.86,0.07,0.00,0.00,0.00,0.00,,,0.00
2020-03-31,24,0.00,11.57,4.00,2.14,0.08,0.00,0.00,0.00,0.00,,,0.00
2020-04-01,24,1.00,14.29,0.00,2.71,0.10,0.00,1.00,0.00,0.00,3.99,,0.00
2020-04-02,26,2.00,16.43,2.00,2.14,0.08,0.14,1.00,0.14,0.01,4.14,2.04,0.87
2020-04-03,54,2.00,18.86,28.00,2.43,0.09,0.43,0.00,0.29,0.01,4.28,1.92,2.27
2020-04-04,59,2.00,25.29,5.00,6.43,0.23,0.71,0.00,0.29,0.01,4.33,2.10,2.82
2020-04-05,64,2.00,31.86,5.00,6.57,0.23,1.00,0.00,0.29,0.01,4.02,2.93,3.14
2020-04-06,71,2.00,38.71,7.00,6.86,0.24,1.29,0.00,0.29,0.01,3.99,2.47,3.32
2020-04-07,77,2.00,46.00,6.00,7.29,0.26,1.57,0.00,0.29,0.01,4.02,2.30,3.42
2020-04-08,77,2.00,53.57,0.00,7.57,0.27,1.86,0.00,0.29,0.01,4.15,2.02,3.47
2020-04-09,81,2.00,61.14,4.00,7.57,0.27,2.00,0.00,0.14,0.01,4.10,2.46,3.27
2020-04-10,82,3.00,69.00,1.00,7.86,0.28,2.00,1.00,0.00,0.00,4.12,2.25,2.90
2020-04-11,91,3.00,73.00,9.00,4.00,0.14,2.14,0.00,0.14,0.01,4.83,1.15,2.94
2020-04-12,109,3.00,77.57,18.00,4.57,0.16,2.29,0.00,0.14,0.01,5.85,0.70,2.95
2020-04-13,110,3.00,84.00,1.00,6.43,0.23,2.43,0.00,0.14,0.01,6.98,0.75,2.89
2020-04-14,116,3.00,89.57,6.00,5.57,0.20,2.57,0.00,0.14,0.01,8.06,0.91,2.87
2020-04-15,119,5.00,95.14,3.00,5.57,0.20,2.71,2.00,0.14,0.01,9.44,0.80,2.85
2020-04-16,123,5.00,101.14,4.00,6.00,0.21,3.14,0.00,0.43,0.02,10.97,0.80,3.11
2020-04-17,131,5.00,107.14,8.00,6.00,0.21,3.57,0.00,0.43,0.02,12.69,0.82,3.33
2020-04-18,135,5.00,114.14,4.00,7.00,0.25,3.86,0.00,0.29,0.01,12.65,1.34,3.38
2020-04-19,139,5.00,120.43,4.00,6.29,0.22,4.14,0.00,0.29,0.01,12.56,1.36,3.44
2020-04-20,143,6.00,124.71,4.00,4.29,0.15,4.43,1.00,0.29,0.01,13.47,0.98,3.55
2020-04-21,146,6.00,129.43,3.00,4.71,0.17,4.86,0.00,0.43,0.02,14.66,0.83,3.75
2020-04-22,151,6.00,133.71,5.00,4.29,0.15,5.29,0.00,0.43,0.02,15.77,0.89,3.95
2020-04-23,153,6.00,138.29,2.00,4.57,0.16,5.43,0.00,0.14,0.01,17.38,0.79,3.93
2020-04-24,157,6.00,142.57,4.00,4.29,0.15,5.57,0.00,0.14,0.01,19.02,0.82,3.91
