date,npatients,ndeaths,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Cases /100000Pop.,Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Deaths /100000Pop.,Td7,Rt,CFR(%)
2020-03-18,2,0.00,,,,,,,,,,,
2020-03-19,2,0.00,,0.00,,,,0.00,,,,,
2020-03-20,2,0.00,,0.00,,,,0.00,,,,,
2020-03-21,2,0.00,,0.00,,,,0.00,,,,,
2020-03-22,2,0.00,,0.00,,,,0.00,,,,,
2020-03-23,2,0.00,,0.00,,,,0.00,,,,,
2020-03-24,2,0.00,,0.00,,,,0.00,,,,,
2020-03-25,2,0.00,2.00,0.00,,,0.00,0.00,,,,,0.00
2020-03-26,2,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00
2020-03-27,3,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00
2020-03-28,4,0.00,2.14,1.00,0.14,0.01,0.00,0.00,0.00,0.00,,,0.00
2020-03-29,4,0.00,2.43,0.00,0.29,0.02,0.00,0.00,0.00,0.00,,,0.00
2020-03-30,4,0.00,2.71,0.00,0.29,0.02,0.00,0.00,0.00,0.00,,,0.00
2020-03-31,9,0.00,3.00,5.00,0.29,0.02,0.00,0.00,0.00,0.00,,,0.00
2020-04-01,9,0.00,4.00,0.00,1.00,0.08,0.00,0.00,0.00,0.00,11.97,,0.00
2020-04-02,11,0.00,5.00,2.00,1.00,0.08,0.00,0.00,0.00,0.00,7.00,,0.00
2020-04-03,11,1.00,6.29,0.00,1.29,0.10,0.00,1.00,0.00,0.00,5.30,,0.00
2020-04-04,12,1.00,7.43,1.00,1.14,0.09,0.14,0.00,0.14,0.01,4.51,4.80,1.92
2020-04-05,12,1.00,8.57,0.00,1.14,0.09,0.29,0.00,0.14,0.01,4.34,2.69,3.33
2020-04-06,14,1.00,9.71,2.00,1.14,0.09,0.43,0.00,0.14,0.01,4.22,2.69,4.41
2020-04-07,23,1.00,11.14,9.00,1.43,0.11,0.57,0.00,0.14,0.01,4.13,2.69,5.13
2020-04-08,25,1.00,13.14,2.00,2.00,0.15,0.71,0.00,0.14,0.01,4.74,1.29,5.43
2020-04-09,26,1.00,15.43,1.00,2.29,0.17,0.86,0.00,0.14,0.01,5.02,1.64,5.56
2020-04-10,28,1.00,17.57,2.00,2.14,0.16,1.00,0.00,0.14,0.01,5.40,1.51,5.69
2020-04-11,30,1.00,20.00,2.00,2.43,0.18,1.00,0.00,0.00,0.00,5.64,1.57,5.00
2020-04-12,30,2.00,22.57,0.00,2.57,0.19,1.00,1.00,0.00,0.00,5.73,1.71,4.43
2020-04-13,37,2.00,25.14,7.00,2.57,0.19,1.14,0.00,0.14,0.01,5.76,1.78,4.55
2020-04-14,39,2.00,28.43,2.00,3.29,0.25,1.29,0.00,0.14,0.01,5.96,1.52,4.52
2020-04-15,40,2.00,30.71,1.00,2.29,0.17,1.43,0.00,0.14,0.01,6.29,1.43,4.65
2020-04-16,41,2.00,32.86,1.00,2.14,0.16,1.57,0.00,0.14,0.01,7.05,1.00,4.78
2020-04-17,41,2.00,35.00,0.00,2.14,0.16,1.71,0.00,0.14,0.01,7.75,1.00,4.90
2020-04-18,44,3.00,36.86,3.00,1.86,0.14,1.86,1.00,0.14,0.01,8.67,0.91,5.04
2020-04-19,45,3.00,38.86,1.00,2.00,0.15,2.14,0.00,0.29,0.02,9.89,0.79,5.51
2020-04-20,46,3.00,41.00,1.00,2.14,0.16,2.29,0.00,0.14,0.01,11.15,0.84,5.57
2020-04-21,47,3.00,42.29,1.00,1.29,0.10,2.43,0.00,0.14,0.01,13.25,0.74,5.74
2020-04-22,47,3.00,43.43,0.00,1.14,0.09,2.57,0.00,0.14,0.01,15.18,0.66,5.92
2020-04-23,47,3.00,44.43,0.00,1.00,0.08,2.71,0.00,0.14,0.01,17.39,0.64,6.11
2020-04-24,47,3.00,45.29,0.00,0.86,0.06,2.86,0.00,0.14,0.01,20.34,0.58,6.31
2020-04-25,47,3.00,46.14,0.00,0.86,0.06,3.00,0.00,0.14,0.01,23.56,0.58,6.50
2020-04-26,47,3.00,46.57,0.00,0.43,0.03,3.00,0.00,0.00,0.00,28.23,0.55,6.44
2020-04-27,47,3.00,46.86,0.00,0.29,0.02,3.00,0.00,0.00,0.00,38.08,0.32,6.40
2020-04-28,47,3.00,47.00,0.00,0.14,0.01,3.00,0.00,0.00,0.00,47.27,0.34,6.38
2020-04-29,47,3.00,47.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,61.39,0.23,6.38
2020-04-30,47,3.00,47.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,86.24,,6.38
2020-05-01,47,3.00,47.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,130.59,,6.38
2020-05-02,47,3.00,47.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,263.62,,6.38
2020-05-03,48,3.00,47.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,529.68,,6.38
2020-05-04,48,3.00,47.14,0.00,0.14,0.01,3.00,0.00,0.00,0.00,1593.89,,6.36
2020-05-05,48,3.00,47.29,0.00,0.14,0.01,3.00,0.00,0.00,0.00,1598.74,1.00,6.34
2020-05-06,48,3.00,47.43,0.00,0.14,0.01,3.00,0.00,0.00,0.00,800.58,,6.33
2020-05-07,48,3.00,47.57,0.00,0.14,0.01,3.00,0.00,0.00,0.00,534.53,,6.31
2020-05-08,48,3.00,47.71,0.00,0.14,0.01,3.00,0.00,0.00,0.00,401.50,,6.29
2020-05-09,48,3.00,47.86,0.00,0.14,0.01,3.00,0.00,0.00,0.00,321.68,,6.27
2020-05-10,48,3.00,48.00,0.00,0.14,0.01,3.00,0.00,0.00,0.00,268.47,,6.25
2020-05-11,48,3.00,48.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,269.28,1.00,6.25
2020-05-12,48,3.00,48.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,323.62,,6.25
