date,npatients,ndeaths,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Cases /100000Pop.,Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Deaths /100000Pop.,Td7,Rt,CFR(%)
2020-03-18,1,0.00,,,,,,,,,,,
2020-03-19,1,0.00,,0.00,,,,0.00,,,,,
2020-03-20,1,0.00,,0.00,,,,0.00,,,,,
2020-03-21,1,0.00,,0.00,,,,0.00,,,,,
2020-03-22,2,0.00,,1.00,,,,0.00,,,,,
2020-03-23,2,0.00,,0.00,,,,0.00,,,,,
2020-03-24,2,0.00,,0.00,,,,0.00,,,,,
2020-03-25,3,0.00,1.43,1.00,,,0.00,0.00,,,,,0.00
2020-03-26,4,0.00,1.71,1.00,0.29,0.02,0.00,0.00,0.00,0.00,,,0.00
2020-03-27,4,0.00,2.14,0.00,0.43,0.03,0.00,0.00,0.00,0.00,,,0.00
2020-03-28,6,0.00,2.57,2.00,0.43,0.03,0.00,0.00,0.00,0.00,,,0.00
2020-03-29,6,0.00,3.29,0.00,0.71,0.05,0.00,0.00,0.00,0.00,,,0.00
2020-03-30,6,0.00,3.86,0.00,0.57,0.04,0.00,0.00,0.00,0.00,,,0.00
2020-03-31,6,0.00,4.43,0.00,0.57,0.04,0.00,0.00,0.00,0.00,,,0.00
2020-04-01,6,0.00,5.00,0.00,0.57,0.04,0.00,0.00,0.00,0.00,4.29,,0.00
2020-04-02,6,0.00,5.43,0.00,0.43,0.03,0.00,0.00,0.00,0.00,4.53,1.64,0.00
2020-04-03,7,0.00,5.71,1.00,0.29,0.02,0.00,0.00,0.00,0.00,5.22,1.00,0.00
2020-04-04,7,0.00,6.14,0.00,0.43,0.03,0.00,0.00,0.00,0.00,6.08,0.75,0.00
2020-04-05,8,0.00,6.29,1.00,0.14,0.01,0.00,0.00,0.00,0.00,7.75,0.69,0.00
2020-04-06,12,0.00,6.57,4.00,0.29,0.02,0.00,0.00,0.00,0.00,9.94,0.37,0.00
2020-04-07,13,0.00,7.43,1.00,0.86,0.06,0.00,0.00,0.00,0.00,12.29,0.61,0.00
2020-04-08,17,0.00,8.43,4.00,1.00,0.07,0.00,0.00,0.00,0.00,12.26,1.34,0.00
2020-04-09,17,0.00,10.00,0.00,1.57,0.12,0.00,0.00,0.00,0.00,11.03,1.83,0.00
2020-04-10,17,0.00,11.57,0.00,1.57,0.12,0.00,0.00,0.00,0.00,8.67,3.38,0.00
2020-04-11,19,0.00,13.00,2.00,1.43,0.11,0.00,0.00,0.00,0.00,7.66,2.53,0.00
2020-04-12,23,0.00,14.71,4.00,1.71,0.13,0.00,0.00,0.00,0.00,6.68,5.18,0.00
2020-04-13,24,0.00,16.86,1.00,2.14,0.16,0.00,0.00,0.00,0.00,6.02,3.60,0.00
2020-04-14,25,0.00,18.57,1.00,1.71,0.13,0.00,0.00,0.00,0.00,5.92,1.92,0.00
2020-04-15,28,0.00,20.29,3.00,1.71,0.13,0.00,0.00,0.00,0.00,6.14,1.47,0.00
2020-04-16,29,0.00,21.86,1.00,1.57,0.12,0.00,0.00,0.00,0.00,6.86,1.06,0.00
2020-04-17,30,0.00,23.57,1.00,1.71,0.13,0.00,0.00,0.00,0.00,7.63,1.00,0.00
2020-04-18,30,0.00,25.43,0.00,1.86,0.14,0.00,0.00,0.00,0.00,8.15,1.14,0.00
2020-04-19,30,0.00,27.00,0.00,1.57,0.12,0.00,0.00,0.00,0.00,8.87,1.06,0.00
2020-04-20,30,0.00,28.00,0.00,1.00,0.07,0.00,0.00,0.00,0.00,10.30,0.80,0.00
2020-04-21,31,0.00,28.86,1.00,0.86,0.06,0.00,0.00,0.00,0.00,11.82,0.68,0.00
2020-04-22,31,0.00,29.71,0.00,0.86,0.06,0.00,0.00,0.00,0.00,13.77,0.61,0.00
2020-04-23,31,0.00,30.14,0.00,0.43,0.03,0.00,0.00,0.00,0.00,15.80,0.65,0.00
2020-04-24,31,0.00,30.43,0.00,0.29,0.02,0.00,0.00,0.00,0.00,19.73,0.37,0.00
2020-04-25,31,0.00,30.57,0.00,0.14,0.01,0.00,0.00,0.00,0.00,27.03,0.26,0.00
2020-04-26,31,0.00,30.71,0.00,0.14,0.01,0.00,0.00,0.00,0.00,39.06,0.18,0.00
2020-04-27,32,0.00,30.86,1.00,0.14,0.01,0.00,0.00,0.00,0.00,52.44,0.25,0.00
2020-04-28,32,0.00,31.14,0.00,0.29,0.02,0.00,0.00,0.00,0.00,72.41,0.28,0.00
2020-04-29,32,0.00,31.29,0.00,0.14,0.01,0.00,0.00,0.00,0.00,103.33,0.46,0.00
2020-04-30,32,0.00,31.43,0.00,0.14,0.01,0.00,0.00,0.00,0.00,130.38,0.46,0.00
2020-05-01,34,0.00,31.57,2.00,0.14,0.01,0.00,0.00,0.00,0.00,150.05,0.61,0.00
2020-05-02,34,0.00,32.00,0.00,0.43,0.03,0.00,0.00,0.00,0.00,150.75,1.00,0.00
2020-05-03,35,0.00,32.43,1.00,0.43,0.03,0.00,0.00,0.00,0.00,118.32,2.19,0.00
2020-05-04,36,0.00,33.00,1.00,0.57,0.04,0.00,0.00,0.00,0.00,97.68,2.19,0.00
2020-05-05,37,0.00,33.57,1.00,0.57,0.04,0.00,0.00,0.00,0.00,83.77,1.64,0.00
2020-05-06,37,0.00,34.29,0.00,0.71,0.05,0.00,0.00,0.00,0.00,68.81,2.69,0.00
